ds,sarima_pred,sarima_lower,sarima_upper,entidad
2025-11-05,50.738580448100265,-51.99732848529878,153.47448938149932,BancoAristidej
2025-11-06,44.17116010489431,-58.563595315499725,146.90591552528835,BancoAristidej
2025-11-07,39.935894435480954,-62.80209837885523,142.67388724981714,BancoAristidej
2025-11-08,32.84181210139102,-70.60999575579274,136.29361995857477,BancoAristidej
2025-11-09,39.17270162085483,-64.28133824881826,142.62674149052793,BancoAristidej
2025-11-10,39.6435312948524,-63.812623569169396,143.0996861588742,BancoAristidej
2025-11-11,45.79117811762382,-57.66678949430652,149.24914572955416,BancoAristidej
2025-11-12,52.82001074581536,-50.63844144749013,156.27846293912086,BancoAristidej
2025-11-13,42.88182583388576,-60.57723191849359,146.3408835862651,BancoAristidej
2025-11-14,41.170406099598154,-62.29041422003216,144.63122641922848,BancoAristidej
2025-11-15,32.04921181357826,-71.59235773175268,135.69078135890922,BancoAristidej
2025-11-16,39.97582870282448,-63.667958574692314,143.61961598034128,BancoAristidej
2025-11-17,38.854630371179034,-64.79137337384802,142.5006341162061,BancoAristidej
2025-11-18,46.658425160600224,-56.989829545056004,150.30667986625645,BancoAristidej
2025-11-19,52.08111845840837,-51.56903128450648,155.73126820132322,BancoAristidej
2025-11-20,43.649386956314345,-59.998527413406634,147.29730132603532,BancoAristidej
2025-11-21,40.410243097644525,-63.239799787040624,144.06028598232967,BancoAristidej
2025-11-22,32.821100466956196,-71.08300319788,136.7252041317924,BancoAristidej
2025-11-23,39.21430247052313,-64.6913650099942,143.11996995104045,BancoAristidej
2025-11-24,39.60712880380833,-64.30001102471041,143.51426863232706,BancoAristidej
2025-11-25,45.91938057119744,-57.98897249511658,149.82773363751147,BancoAristidej
2025-11-26,52.816972325508175,-51.09136013613076,156.7253047871471,BancoAristidej
2025-11-27,42.92431646586771,-60.98378464487313,146.83241757660855,BancoAristidej
2025-11-28,41.126414507629946,-62.78288872388549,145.03571773914538,BancoAristidej
2025-11-29,32.11465440378164,-71.96765072598416,136.19695953354744,BancoAristidej
2025-11-30,39.91221854498409,-64.17167814416933,143.99611523413753,BancoAristidej
2025-11-01,5.863614772518062,-12.109494465748476,23.8367240107846,BancoAtienza q
2025-11-02,10.575008717023577,-7.438575411304042,28.588592845351194,BancoAtienza q
2025-11-03,6.09374962685269,-11.933261099180358,24.12076035288574,BancoAtienza q
2025-11-04,6.570377607269617,-11.459681966989063,24.600437181528296,BancoAtienza q
2025-11-05,4.564821483360988,-13.464256860586897,22.59389982730887,BancoAtienza q
2025-11-06,5.2458237386182205,-12.782928793080014,23.274576270316455,BancoAtienza q
2025-11-07,8.457017840425042,-9.5716263837908,26.485662064640884,BancoAtienza q
2025-11-08,6.102441058522732,-11.930043099739716,24.13492521678518,BancoAtienza q
2025-11-09,10.436377632697107,-7.59607553224115,28.468830797635363,BancoAtienza q
2025-11-10,6.172412408214933,-11.860023479105193,24.204848295535058,BancoAtienza q
2025-11-11,6.52454449568771,-11.506439068342988,24.55552805971841,BancoAtienza q
2025-11-12,4.591288641614861,-13.437272692234353,22.619849975464078,BancoAtienza q
2025-11-13,5.230165950880107,-12.797590523168033,23.257922424928246,BancoAtienza q
2025-11-14,8.466775912146309,-9.560713017684824,26.49426484197744,BancoAtienza q
2025-11-15,6.097306649543885,-11.935166965379278,24.129780264467048,BancoAtienza q
2025-11-16,10.439338195342946,-7.593127536243694,28.47180392692959,BancoAtienza q
2025-11-17,6.170706034466241,-11.861750100468623,24.203162169401107,BancoAtienza q
2025-11-18,6.525528479249015,-11.505478661095044,24.556535619593074,BancoAtienza q
2025-11-19,4.590721319698327,-13.437863543655423,22.619306183052075,BancoAtienza q
2025-11-20,5.230493193633907,-12.797286794415985,23.2582731816838,BancoAtienza q
2025-11-21,8.46658695130465,-9.56092548728927,26.494099389898572,BancoAtienza q
2025-11-22,6.097415396000153,-11.935059024523165,24.129889816523473,BancoAtienza q
2025-11-23,10.43927549862321,-7.593190161309529,28.47174115855595,BancoAtienza q
2025-11-24,6.170742181365457,-11.861713590334192,24.203197953065107,BancoAtienza q
2025-11-25,6.525507639076056,-11.505499024676748,24.556514302828862,BancoAtienza q
2025-11-26,4.590733334876884,-13.437851038620181,22.61931770837395,BancoAtienza q
2025-11-27,5.230486266351409,-12.797293227430373,23.25826576013319,BancoAtienza q
2025-11-28,8.46659094527012,-9.560920997591065,26.494102888131305,BancoAtienza q
2025-11-29,6.097413093402264,-11.935061310355692,24.12988749716022,BancoAtienza q
2025-11-30,10.439276826160672,-7.593188835407794,28.471742487729138,BancoAtienza q
2025-11-01,8.56232743705121,-12.889181577905603,30.01383645200802,BancoBanca PrI
2025-11-02,9.855368615274099,-11.675763498638041,31.38650072918624,BancoBanca PrI
2025-11-03,7.939135272600291,-13.597660278670064,29.475930823870648,BancoBanca PrI
2025-11-04,9.656086691423397,-11.882036876202545,31.19421025904934,BancoBanca PrI
2025-11-05,8.481453005661876,-13.055563688000337,30.01846969932409,BancoBanca PrI
2025-11-06,9.104449822114077,-12.432485786604254,30.641385430832408,BancoBanca PrI
2025-11-07,11.633572221836053,-9.90334907708961,33.17049352076172,BancoBanca PrI
2025-11-08,7.483693850612191,-14.083206437842026,29.05059413906641,BancoBanca PrI
2025-11-09,9.599540419462231,-11.96752717234495,31.16660801126941,BancoBanca PrI
2025-11-10,8.017216011207335,-13.544552694538446,29.578984716953116,BancoBanca PrI
2025-11-11,9.593728276737695,-11.967925031939574,31.155381585414965,BancoBanca PrI
2025-11-12,8.36379694583775,-13.196482128139236,29.924076019814734,BancoBanca PrI
2025-11-13,8.87677657450121,-12.683389250364783,30.436942399367204,BancoBanca PrI
2025-11-14,11.36930848867908,-10.190838367451073,32.929455344809234,BancoBanca PrI
2025-11-15,7.452603979613964,-14.114936642121723,29.020144601349653,BancoBanca PrI
2025-11-16,9.592042147918026,-11.975491523329932,31.159575819165983,BancoBanca PrI
2025-11-17,8.019268146385395,-13.542935228377095,29.581471521147883,BancoBanca PrI
2025-11-18,9.59193889081184,-11.97014581864103,31.154023600264708,BancoBanca PrI
2025-11-19,8.360492790376114,-13.200215165567723,29.92120074631995,BancoBanca PrI
2025-11-20,8.870410060123621,-12.690184417548345,30.431004537795587,BancoBanca PrI
2025-11-21,11.361923847774134,-10.198651620877586,32.922499316425856,BancoBanca PrI
2025-11-22,7.451734613125923,-14.115821763853472,29.019290990105315,BancoBanca PrI
2025-11-23,9.591832365319284,-11.975713890419485,31.159378621058053,BancoBanca PrI
2025-11-24,8.01932535753785,-13.542889952807164,29.581540667882862,BancoBanca PrI
2025-11-25,9.591888861148488,-11.970207723411894,31.15398544570887,BancoBanca PrI
2025-11-26,8.360400472048557,-13.200319292758465,29.92112023685558,BancoBanca PrI
2025-11-27,8.870232203648579,-12.690374077041858,30.430838484339013,BancoBanca PrI
2025-11-28,11.36171755321883,-10.198869717400777,32.92230482383844,BancoBanca PrI
2025-11-29,7.451710326305192,-14.115846489426236,29.01926714203662,BancoBanca PrI
2025-11-30,9.591826504687495,-11.975720102553948,31.159373111928936,BancoBanca PrI
2025-11-01,2.97199347699041,-3.503315384072769,9.44730233805359,BancoBanca Pru
2025-11-02,2.6042123054252224,-3.8769935077898614,9.085418118640305,BancoBanca Pru
2025-11-03,3.2794599671493048,-3.201691784083076,9.760611718381686,BancoBanca Pru
2025-11-04,2.6146118065834525,-3.865618254461941,9.094841867628846,BancoBanca Pru
2025-11-05,2.6385121543999426,-3.8414550561065206,9.118479364906406,BancoBanca Pru
2025-11-06,3.2191103312149454,-3.2607693727988303,9.698990035228721,BancoBanca Pru
2025-11-07,1.0813385882583662,-5.39851309300472,7.561190269521452,BancoBanca Pru
